"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type","percent"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1640,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1641,"successful_grants_6_10_applied","70"
"United States","United States","Male","United States","Ohio","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1644,"successful_grants_6_10_applied","90"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1647,"successful_grants_6_10_applied","10"
"United States","United States","Male","United States","New York","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1649,"successful_grants_6_10_applied","60"
"United States","United States","Male","United States","Virginia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1650,"successful_grants_6_10_applied","0"
"United States","United States","Male","United States","Minnesota","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1652,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1655,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1658,"successful_grants_6_10_applied","100"
"United States","United States","Female","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1668,"successful_grants_6_10_applied","20"
"United States","United States","Male","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1669,"successful_grants_6_10_applied","20"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1677,"successful_grants_6_10_applied","100"
"United States","United States","Female","United States","Maryland","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1678,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1679,"successful_grants_6_10_applied","60"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1680,"successful_grants_6_10_applied","50"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1681,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1683,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1684,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1687,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1692,"successful_grants_6_10_applied","100"
"United States","United States","Male","United States","Hawaii","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1693,"successful_grants_6_10_applied","80"
"United States","United States","Male","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1698,"successful_grants_6_10_applied","50"
"Nepal","Nepal","Male","Nepal","Nepal","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1703,"successful_grants_6_10_applied","0"
"United States","United States","Female","United States","Oklahoma","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1719,"successful_grants_6_10_applied","50"
"United States","United States","Male","United States","Ohio","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1723,"successful_grants_6_10_applied","90"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1724,"successful_grants_6_10_applied","50"
"Sweden","Canada","Female","Canada","Sweden","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1726,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Nova Scotia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",1727,"successful_grants_6_10_applied","100"
