"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country","nation"
"Complete","10/3/16 13:25","Idaho","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","13-15","3-Jan","0","16+","3-Jan","0","50%","50%","No need for applications for this research type","30%","50%","No need for applications for this research type","Somewhat important","Somewhat important","Not very important","Not very important","","100%","","","","","10%","90%","","","","","Decreased considerably","Increased","Can't comment","Very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1991","United States","Male","USA","United States"
"Complete","10/3/16 14:10","Virginia","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","","","3-Jan","","","0%","No need for applications for this research type","No need for applications for this research type","30%","No need for applications for this research type","No need for applications for this research type","Quite important","Quite important","Can't comment","Can't comment","100%","0%","0%","0%","0%","","10%","90%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,NA,1,NA,"","Can't comment","Can't comment","Can't comment","Can't comment","","Physical Science (eg. math, physics, chemistry, computer science)","1991","United States","Female","USA","United States"
"Complete","10/3/16 13:41","Virginia","Senior academic researcher with >10 years of experience applying for research grants","0%","40%","60%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Neutral","3-Jan","9-Jul","9-Jul","3-Jan","9-Jul","9-Jul","10%","20%","20%","10%","20%","20%","Mandatory","Mandatory","Quite important","Quite important","0%","90%","0%","10%","0%","","New researcher (no funding in these years)","90%","New researcher (no funding in these years)","0%","New researcher (no funding in these years)","","Decreased considerably","Increased","Increased considerably","Not very important",NA,1,1,NA,"","Will decrease slightly","Will decrease slightly","Will decrease slightly","Will decrease considerably","This is a loaded question. At present, if funding levels stay the same, the increase in grant applications means that the funding probability goes down for everyone; hence funding decreases...","Natural Science","1987","United States","Male","USA","United States"
"Complete","10/3/16 13:48","Minnesota","Senior academic researcher with >10 years of experience applying for research grants","20%","30%","50%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",NA,NA,NA,NA,1,"to get access to speciallized instrumentation","Slightly positive","0","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","0%","20%","20%","10%","20%","20%","Very important","Quite important","Quite important","Not very important","20%","70%","10%","0%","0%","","30%","70%","0%","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Decreased","Increased considerably","Very important",NA,NA,1,NA,"The three categories of research do not quite capture the entire field. Thus research and development of novel tools is often needed to discover new ""facts"" which then facilitate formulation of those three categories of research.","Will decrease considerably","Will stay the same","Will increase considerably","Will decrease slightly","","Medicine and Life Science","1973","United States","Male","USA","United States"
"Complete","10/3/16 13:44","Utah","Senior academic researcher with >10 years of experience applying for research grants","10%","80%","10%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Very positive","3-Jan","9-Jul","3-Jan","3-Jan","9-Jul","3-Jan","30%","80%","90%","30%","80%","100%","Mandatory","Mandatory","Somewhat important","Somewhat important","10%","70%","10%","","","","0%","60%","30%","","","","Stayed the same","Increased","Stayed the same","Very important",NA,1,NA,NA,"","Will stay the same","Will stay the same","Will stay the same","Will stay the same","","Engineering","1989","United States","Male","USA","United States"
"Complete","10/3/16 14:05","California","Senior academic researcher with >10 years of experience applying for research grants","40%","20%","40%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","6-Apr","3-Jan","6-Apr","6-Apr","20%","40%","40%","20%","40%","40%","Very important","Very important","Quite important","Somewhat important","10%","80%","0%","10%","0%","","10%","80%","0%","10%","0%","","Decreased considerably","Stayed the same","Decreased considerably","Very important",NA,NA,NA,1,"","Will stay the same","Will stay the same","Will decrease slightly","Will decrease slightly","","Natural Science","1984","United States","Male","USA","United States"
"Complete","10/3/16 14:08","Virginia","Senior academic researcher with >10 years of experience applying for research grants","10%","40%","50%","No","","","",NA,NA,NA,NA,NA,"","","Exclusive partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","16+","3-Jan","6-Apr","16+","0%","50%","90%","0%","50%","90%","Mandatory","Mandatory","Somewhat important","Somewhat important","10%","90%","","","","","10%","90%","","","","","Can't comment","Decreased","Decreased","Somewhat important",NA,NA,NA,1,"","Will stay the same","Will stay the same","Will decrease slightly","Will stay the same","","Natural Science","1985","United States","Female","USA","United States"
"Complete","10/3/16 14:15","Utah","Senior academic researcher with >10 years of experience applying for research grants","0%","20%","80%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","0","0","0","0","0","3-Jan","0%","0%","0%","0%","0%","10%","Very important","Very important","Not very important","Not very important","100%","0%","0%","0%","0%","","80%","20%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Decreased","Decreased","Not very important",NA,NA,NA,1,"","Will decrease slightly","Will decrease slightly","Will decrease slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1996","United States","Male","USA","United States"
"Complete","10/3/16 14:31","Idaho","Senior academic researcher with >10 years of experience applying for research grants","10%","20%","70%","Yes","10%","40%","50%",1,NA,1,1,NA,"","Slightly negative","No partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly positive","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","0%","50%","50%","30%","40%","40%","Quite important","Quite important","Can't comment","Can't comment","10%","90%","","","","","10%","30%","","60%","","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,1,NA,NA,"","Can't comment","Can't comment","Can't comment","Can't comment","","Physical Science (eg. math, physics, chemistry, computer science)","1987","United States","Male","USA","United States"
"Complete","10/3/16 14:21","Minnesota","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","0%","0%","100%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","0","0","16+","0","0","3-Jan","No need for applications for this research type","No need for applications for this research type","20%","No need for applications for this research type","No need for applications for this research type","0%","Mandatory","Mandatory","Can't comment","Can't comment","50%","30%","0%","20%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Very important",NA,NA,NA,1,"","Can't comment","Can't comment","Will decrease slightly","Will decrease considerably","many new graduates with increased competition on funding; ","Medicine and Life Science","2011","United States","Male","USA","United States"
"Complete","10/3/16 14:23","Idaho","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","10%","60%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","0","6-Apr","3-Jan","0","0","0","0%","20%","20%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Quite important","Can't comment","Not very important","Can't comment","10%","70%","20%","0%","0%","","0%","0%","0%","0%","0%","","Can't comment","Stayed the same","Increased","Somewhat important",NA,NA,NA,1,"","Will decrease slightly","Will stay the same","Will increase slightly","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2011","United States","Male","USA","United States"
"Complete","10/3/16 14:34","Virginia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","40%","50%","0%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,1,NA,1,NA,"","Slightly positive","6-Apr","12-Oct","6-Apr","6-Apr","6-Apr","3-Jan","0%","10%","20%","10%","50%","50%","Mandatory","Very important","Quite important","Somewhat important","20%","80%","","","","","10%","90%","","","","","Decreased considerably","Decreased","Increased considerably","Not very important",NA,NA,1,NA,"","Will decrease considerably","Will decrease slightly","Will stay the same","Will decrease slightly","","Natural Science","2006","United States","Female","USA","United States"
"Complete","10/3/16 14:41","Virginia","Senior academic researcher with >10 years of experience applying for research grants","30%","50%","10%","Yes","80%","20%","0%",1,NA,NA,NA,NA,"","Very positive","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Slightly positive","9-Jul","3-Jan","3-Jan","12-Oct","3-Jan","0","30%","100%","50%","30%","100%","No need for applications for this research type","Mandatory","Mandatory","Quite important","Somewhat important","0%","80%","10%","10%","","","0%","70%","30%","0%","0%","","Decreased considerably","Increased","Stayed the same","Not very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase considerably","Will decrease considerably","","Natural Science","1994","United States","Male","USA","United States"
