"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type.grant","number"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1279","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1280","external_pi_grant_6_10_applied","0"
"Austria","Canada","Male","Canada","Austria","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1281","external_pi_grant_6_10_applied","4-6"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1282","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1283","external_pi_grant_6_10_applied","1-3"
"United States","Israel","","Israel","New York","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1284","external_pi_grant_6_10_applied","0"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1285","external_pi_grant_6_10_applied","1-3"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1286","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1287","external_pi_grant_6_10_applied","4-6"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1288","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1289","external_pi_grant_6_10_applied","0"
"Israel","Antarctica","Other","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1290","external_pi_grant_6_10_applied","0"
"","Israel","Male","Israel","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1291","external_pi_grant_6_10_applied","0"
"Israel","Israel","Female","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1292","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","","Medicine and Life Science","1293","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1294","external_pi_grant_6_10_applied","4-6"
"Israel","Israel","Male","Israel","Israel","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Engineering","1295","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1296","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1297","external_pi_grant_6_10_applied","0"
"Israel","Israel","Female","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1298","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1299","external_pi_grant_6_10_applied","0"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1300","external_pi_grant_6_10_applied","0"
"United States","Israel","Male","Israel","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1301","external_pi_grant_6_10_applied","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1302","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1303","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1304","external_pi_grant_6_10_applied","1-3"
"Switzerland","Israel","Male","Israel","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1305","external_pi_grant_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1306","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science","1307","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1308","external_pi_grant_6_10_applied","0"
