"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2465,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2466,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2467,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2468,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2469,"include_nonacademia_partners_success_6_10","Mandatory"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2470,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2471,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2473,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2474,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",2475,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2476,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2477,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2478,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2479,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","",2480,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2481,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2482,"include_nonacademia_partners_success_6_10","Not very important"
