"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"United States","United States","United States","Male","New York","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1649,"practical_applications_important_6_10","Mandatory"
"United States","United States","United States","Male","Virginia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1650,"practical_applications_important_6_10","Can't comment"
"","United States","United States","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1651,"practical_applications_important_6_10","Somewhat important"
"United States","United States","United States","Male","Minnesota","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1652,"practical_applications_important_6_10","Very important"
"United States","United States","United States","Female","Tennessee","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1654,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1655,"practical_applications_important_6_10","Very important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1656,"practical_applications_important_6_10","Not at all important"
"Belgium","United States","United States","Male","Belgium","Senior academic researcher with >10 years of experience applying for research grants","Other",1657,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1658,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1659,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1660,"practical_applications_important_6_10","Not at all important"
"Israel","Israel","Israel","Male","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1661,"practical_applications_important_6_10","Not at all important"
"United Kingdom","United Kingdom","United Kingdom","Male","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1662,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Female","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1663,"practical_applications_important_6_10","Very important"
