Status,Location,what_participant_group,percent_fundemental_research_current,percent_Use_inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use_inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,view_change_level_partnership_outside_academia,estimate_external_pi_grant_apps_2011_2015_Fundamental_Research,estimate_external_pi_grant_apps_2011_2015_Use-inspired_Research,estimate_external_pi_grant_apps_2011_2015_Applied_Research,estimate_external_pi_grant_apps_2006_2010_Fundamental_Research,estimate_external_pi_grant_apps_2006_2010_Use-inspired_Research,estimate_external_pi_grant_apps_2006_2010_Applied_Research,estimate_successful_grants_2011_2015_Fundamental_Research,estimate_successful_grants_2011_2015_Use-inspired_Research,estimate_successful_grants_2011_2015_Applied_Research,estimate_successful_grants_2006_2010_Fundamental_Research,estimate_successful_grants_2006_2010_Use-inspired_Research,estimate_successful_grants_2006_2010_Applied_Research,suggesting_practical_applications_important_to_grant_success_2011_2015,Main_reason_level_partnership_change_Other_text,based_your_grant_important_include_nonacademia_partners_success_2011_2015,based_your_grant_important_include_nonacademia_partners_success_2006_2010,estimate_distribution_funding_sources_2011_2015_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Government,based_your_grant_important_include_nonacademia_partners_success_2011_2015_For_profit_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Other,based_your_grant_important_include_nonacademia_partners_success_2011_2015_other_text,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Government,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Forprofit_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Other,based_your_grant_important_include_nonacademia_partners_success_2006_2010_other_text,general_grant_success_change_10yrs_Fundamental_Research,general_grant_success_change_10yrs_Use_inspired_Research,general_grant_success_change_10yrs_Applied_Research,opinion_fundamental_important,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_comments,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,next_generation_Comments,field_research,PhD_Year,Country_work,gender
Complete,,Senior academic researcher with >10 years of experience applying for research grants,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,12-Oct,,,12-Oct,,,20%,,,10%,,,Very important,Very important,Not very important,Not very important,10%,90%,0%,0%,0%,,20%,80%,0%,0%,0%,,Decreased considerably,Stayed the same,Increased considerably,Not very important,,,1,,,Will decrease considerably,Will decrease slightly,Will increase considerably,Will decrease considerably,,Medicine and Life Science,1992,Canada,Female
Incomplete,Arizona,Senior academic researcher with >10 years of experience applying for research grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Senior academic researcher with >10 years of experience applying for research grants,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,,,3-Jan,,,0%,,,0%,,,Quite important,Somewhat important,Quite important,Somewhat important,70%,0%,0%,0%,30%,My personal funds,10%,90%,0%,0%,0%,,Decreased considerably,Increased,Increased considerably,Not very important,,1,1,,The country here is Canada.,Will decrease slightly,Can't comment,Can't comment,Will decrease considerably,"For the above question I refer to the pursuit of a career in 'fundamental research'.  Concerning use-inspired or applied research I think the more tightly focused and shifting aspects of these types of research, coupled with a loss of a broad academic base negatively affecting training potential, will negatively affect the next generation pursuing careers in research. ","Physical Science (eg. math, physics, chemistry, computer science)",1982,Canada,Male
Complete,Nova Scotia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,30%,70%,,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,6-Apr,,3-Jan,6-Apr,,60%,60%,No need for applications for this research type,50%,50%,No need for applications for this research type,Very important,Very important,Quite important,Somewhat important,20%,80%,0%,0%,,,20%,80%,New researcher (no funding in these years),New researcher (no funding in these years),,,Decreased,Stayed the same,,Not at all important,,,1,,,Will increase considerably,Will increase slightly,Will increase slightly,Will stay the same,,Interdisciplinary Science,2006,Canada,Female
Complete,Louisiana,Senior academic researcher with >10 years of experience applying for research grants,50%,50%,,Yes,100%,,,1,1,,,,,Very positive,Strong partnership,Yes,Some partnership,1,,,,,,Very positive,3-Jan,6-Apr,,6-Apr,3-Jan,,0%,20%,,0%,20%,,Quite important,Somewhat important,Somewhat important,Not very important,60%,,,40%,,,70%,,,30%,,,Decreased considerably,Decreased,Can't comment,Not very important,,,1,,,Will decrease considerably,Will decrease slightly,Can't comment,Will decrease considerably,,Natural Science,1985,United States,Male
Complete,California,Senior academic researcher with >10 years of experience applying for research grants,20%,80%,,Yes,70%,30%,,1,1,,1,,,Very positive,Some partnership,Yes,No partnership,1,,1,,,,Very positive,9-Jul,13-15,,9-Jul,6-Apr,,30%,0%,,10%,20%,,Not at all important,Not at all important,Not at all important,Somewhat important,40%,60%,,,,,,50%,,50%,,,Stayed the same,Decreased considerably,Can't comment,Very important,1,,,,But the funding has shifted away from environment and towards medical,Will decrease slightly,Will stay the same,Can't comment,Will decrease considerably,"US National Science Foundation changed their grant proposal process which has greatly increased the time it takes to successfully compete for grants.  In addition, they are requiring ""broader impacts"" criteria that are inconsistently applied and understood by peer review panels.  They want fundamental research with applied outcomes which makes no sense.  ",Natural Science,1998,United States,Female
Complete,California,Senior academic researcher with >10 years of experience applying for research grants,10%,0%,90%,Yes,30%,0%,70%,1,1,1,,,,Slightly positive,Strong partnership,Yes,Some partnership,1,1,1,1,,,Very positive,3-Jan,0,16+,6-Apr,0,12-Oct,0%,No need for applications for this research type,70%,10%,No need for applications for this research type,20%,Mandatory,Mandatory,Quite important,Somewhat important,10%,70%,10%,10%,,,20%,40%,40%,,,,Decreased,Can't comment,Increased,Not very important,,,1,,,Will decrease slightly,Can't comment,Will stay the same,Will decrease considerably,,Medicine and Life Science,2007,United States,Female
Complete,California,Senior academic researcher with >10 years of experience applying for research grants,60%,,40%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,3-Jan,,3-Jan,6-Apr,,6-Apr,50%,,30%,50%,,20%,Somewhat important,Somewhat important,Not very important,Not very important,20%,70%,0%,10%,,,20%,80%,New researcher (no funding in these years),New researcher (no funding in these years),,,Decreased,Can't comment,Can't comment,Somewhat important,,,,1,,Will decrease slightly,Can't comment,Can't comment,Will decrease slightly,,Natural Science,1981,United States,Male
Complete,California,Senior academic researcher with >10 years of experience applying for research grants,20%,80%,,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,6-Apr,,3-Jan,6-Apr,,50%,70%,,50%,60%,,Somewhat important,Somewhat important,Not very important,Not very important,,100%,,,,,,100%,,,,,Decreased,Decreased,Can't comment,Not very important,,,1,,,Will decrease considerably,Will decrease considerably,Can't comment,Will decrease considerably,,Natural Science,1985,United States,Female
Complete,British Columbia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,70%,30%,,No,,,,,,,,,,,No partnership,No,,,,,,,,,12-Oct,3-Jan,3-Jan,12-Oct,0,0,30%,60%,60%,30%,No need for applications for this research type,No need for applications for this research type,Very important,Quite important,Quite important,Not very important,40%,40%,,20%,,,50%,,,50%,,,Decreased,Can't comment,Can't comment,Not very important,,1,1,,,Will increase slightly,Will stay the same,Will stay the same,Will stay the same,,Natural Science,2008,Canada,Female
Incomplete,Massachusetts,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,40%,30%,30%,Yes,100%,,,,1,1,,,,Neutral,Strong partnership,Yes,No partnership,1,,,1,,,Slightly negative,3-Jan,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Alberta,Senior academic researcher with >10 years of experience applying for research grants,90%,0%,10%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,,3-Jan,3-Jan,,,100%,No need for applications for this research type,50%,100%,No need for applications for this research type,No need for applications for this research type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,California,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,40%,30%,30%,Yes,50%,40%,10%,,1,1,,,,Slightly negative,Strong partnership,Yes,Some partnership,1,1,,1,,,Neutral,6-Apr,6-Apr,3-Jan,6-Apr,3-Jan,0,20%,70%,100%,20%,70%,No need for applications for this research type,Quite important,Somewhat important,Quite important,Somewhat important,10%,80%,0%,10%,,,50%,50%,0%,0%,0%,,Decreased considerably,Decreased,Stayed the same,Very important,,,1,,,Will decrease slightly,Will stay the same,Will stay the same,Will decrease slightly,,Natural Science,,United States,Male
Complete,New York,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,0,0,3-Jan,0,0,0%,No need for applications for this research type,No need for applications for this research type,0%,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Not at all important,Not at all important,60%,40%,0%,0%,0%,,0%,100%,0%,0%,0%,,Decreased,Increased,Increased,Very important,,1,1,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will increase slightly,,Medicine and Life Science,2006,United States,Female
Complete,Quebec,Senior academic researcher with >10 years of experience applying for research grants,70%,30%,0%,Yes,70%,30%,0%,1,,,,,,Very positive,No partnership,No,,,,,,,,,3-Jan,3-Jan,,3-Jan,3-Jan,,50%,50%,,50%,50%,,Mandatory,Somewhat important,Quite important,Not very important,10%,90%,0%,0%,0%,,10%,70%,,20%,,,Decreased considerably,Decreased,Increased considerably,Not very important,,,1,,,Will increase slightly,Will increase slightly,Will stay the same,Will decrease considerably,we hope fundamental research will be back in importance with the new liberal government.,Medicine and Life Science,1994,Canada,Female
Complete,Greece,Senior academic researcher with >10 years of experience applying for research grants,70%,30%,30%,Yes,70%,0%,30%,1,,1,,,,Slightly negative,Some partnership,Yes,No partnership,1,,,1,,,Neutral,3-Jan,3-Jan,3-Jan,6-Apr,0,0,60%,90%,30%,70%,No need for applications for this research type,No need for applications for this research type,Mandatory,Somewhat important,Mandatory,Somewhat important,0%,70%,30%,0%,0%,,New researcher (no funding in these years),70%,10%,New researcher (no funding in these years),20%,Direct government contracts,Decreased,Increased,Stayed the same,Somewhat important,,1,1,,,Will decrease slightly,Will increase considerably,Will increase slightly,Will increase considerably,,Engineering,,Canada,Male
Incomplete,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Alberta,Senior academic researcher with >10 years of experience applying for research grants,90%,10%,,Yes,100%,,,,1,,,,,Neutral,Some partnership,Yes,No partnership,,1,,,,,Neutral,6-Apr,,,6-Apr,,,50%,,,50%,,,Very important,Somewhat important,Somewhat important,Somewhat important,50%,50%,,,,,50%,40%,,10%,,,Decreased,Increased,Increased,Very important,,1,1,,,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",2001,Canada,Female
Complete,New Brunswick,Senior academic researcher with >10 years of experience applying for research grants,80%,,20%,Yes,90%,,10%,1,1,1,,,,Neutral,Some partnership,No,,,,,,,,,3-Jan,,3-Jan,3-Jan,,3-Jan,60%,No need for applications for this research type,50%,100%,,100%,Mandatory,Somewhat important,Somewhat important,Not at all important,20%,80%,,,,,20%,80%,,,,,Decreased considerably,Can't comment,Increased considerably,Very important,,,1,,,,Will stay the same,Will increase considerably,Can't comment,,"Physical Science (eg. math, physics, chemistry, computer science)",1999,Canada,Male
Complete,Maryland,Senior academic researcher with >10 years of experience applying for research grants,0%,50%,50%,No,,,,,,,,,,,Some partnership,Yes,No partnership,,,1,,,,Very positive,0,6-Apr,6-Apr,0,6-Apr,6-Apr,No need for applications for this research type,10%,10%,No need for applications for this research type,10%,10%,Quite important,Not at all important,Quite important,Not at all important,20%,70%,0%,10%,0%,,10%,90%,0%,0%,0%,,Decreased considerably,Decreased considerably,Decreased,Somewhat important,,,1,,,Will increase slightly,Will increase slightly,Will increase slightly,Can't comment,,Social Science / Humanities,,United States,Female
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,20%,50%,30%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,0,3-Jan,3-Jan,0,3-Jan,6-Apr,0%,80%,20%,10%,30%,60%,Somewhat important,Quite important,Quite important,Not very important,10%,50%,40%,,,,10%,20%,70%,,,,Increased,Stayed the same,Decreased considerably,Somewhat important,1,,,,,Will stay the same,Will decrease slightly,Will decrease considerably,Will decrease slightly,,Engineering,1977,Canada,Male
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,30%,,70%,Yes,70%,,30%,,,1,,,,Slightly positive,Strong partnership,Yes,Some partnership,,,,1,,,Very positive,3-Jan,,3-Jan,3-Jan,,3-Jan,70%,,50%,70%,,50%,Very important,Very important,Quite important,Quite important,10%,50%,20%,20%,,,80%,10%,,10%,,,Decreased,Can't comment,Increased,Very important,,1,1,,,Will increase slightly,Will increase slightly,Will increase slightly,Will stay the same,,Social Science / Humanities,1990,Canada,Female
Incomplete,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Senior academic researcher with >10 years of experience applying for research grants,20%,30%,50%,Yes,20%,30%,50%,,,,,,,Neutral,No partnership,Yes,Some partnership,,,,1,,,Neutral,6-Apr,6-Apr,6-Apr,6-Apr,6-Apr,6-Apr,90%,90%,100%,90%,90%,100%,Not at all important,,Not at all important,,100%,0%,0%,0%,0%,,100%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Decreased considerably,Decreased considerably,Very important,,1,1,,,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will decrease considerably,,Medicine and Life Science,1996,Canada,Female
Incomplete,New York,Senior academic researcher with >10 years of experience applying for research grants,80%,20%,0%,Yes,100%,0%,0%,,1,1,,,,Slightly positive,Some partnership,Yes,Some partnership,,,,1,,,Neutral,3-Jan,3-Jan,0,6-Apr,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Manitoba,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,0%,0%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,0,0,0,0,0,30%,0%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Can't comment,Not very important,Can't comment,20%,80%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased,Increased considerably,Very important,,,1,,,Will increase slightly,Will stay the same,Will stay the same,Will decrease considerably,My observation has been that graduate and post-doctoral funding from the Canadian government has become focused in the hands of fewer students which discourages less competitive students from pursuing careers in research (which require graduate degrees and post-doc fellowships) although they could still make excellent contributions if they were more encouraged.,"Physical Science (eg. math, physics, chemistry, computer science)",2007,Canada,Female
Complete,Nova Scotia,Senior academic researcher with >10 years of experience applying for research grants,0%,50%,20%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,,6-Apr,3-Jan,0,0,0,,,60%,0%,0%,0%,Very important,Can't comment,Quite important,Can't comment,10%,50%,,40%,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Decreased,Decreased,Somewhat important,,,,1,,Will stay the same,Will stay the same,Will stay the same,Will increase slightly,,Social Science / Humanities,1987,Canada,Female
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,20%,40%,40%,Yes,60%,30%,10%,,1,,,,,Very positive,Some partnership,Yes,No partnership,,,,1,,,Slightly positive,3-Jan,3-Jan,3-Jan,3-Jan,3-Jan,,100%,100%,0%,0%,0%,0%,Very important,Very important,Somewhat important,Not very important,30%,70%,,,,,100%,,,,,,Can't comment,Can't comment,Can't comment,Somewhat important,,,1,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",2002,Canada,Male
