"Country","Country_work","nation","gender","what_participant_group","field_research","Location","partnership_change_10yrs","id"
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","New Zealand","No",2394
"United States","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Wisconsin","No",2395
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Other","Australia","Yes",2396
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","Australia","No",2397
"New Zealand","New Zealand","New Zealand","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","New Zealand","Yes",2398
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2399
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2400
"Spain","Spain","Spain","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Spain","No",2401
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2402
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2403
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","Yes",2404
"Australia","Australia","Australia","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science","Australia","Yes",2405
