"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"Israel","Israel",283,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"","Poland",288,"","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"France","Israel",290,"France","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",40
"Israel","Israel",292,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",50
"Israel","Israel",294,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",100
"Israel","Israel",295,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",50
"Greece","Italy",298,"Greece","Italy","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Israel","Israel",299,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Quebec","France",302,"Canada","France","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Israel","Israel",309,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",160,"percent_Applied_Research_past",31.25
"New Hampshire","Israel",311,"United States","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",312,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Maryland","Israel",313,"United States","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",322,"Israel","","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Israel","Israel",324,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",326,"Israel","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Vermont","Israel",327,"United States","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,"percent_Applied_Research_past",20
"Israel","Israel",329,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",60
"Spain","Israel",330,"Spain","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Israel","Israel",333,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Israel","Israel",335,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Israel","Israel",336,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Israel","Israel",341,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",30
"Israel","Israel",345,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",348,"Israel","Israel","Male","","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Israel","Israel",354,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",70
"Israel","Israel",358,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
