Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1988,Senior academic researcher with >10 years of experience applying for research grants,2535,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,0,0,43525,0,30,No need for applications for this research type,No need for applications for this research type,0,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Quite important,Quite important,100,0,60,40,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased considerably,Increased considerably,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase considerably,Will increase considerably,Will decrease slightly,0,0,0,High Income
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1986,Senior academic researcher with >10 years of experience applying for research grants,2536,developed,100,100,70,50,30,50,0,0,Yes,1,NA,1,NA,NA,1,0,Slightly positive,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43525,0,43525,43525,0,20,0,0,20,0,0,Mandatory,Mandatory,Not very important,Not very important,100,0,10,90,0,0,100,0,10,90,0,0,0,0,Decreased considerably,0,Decreased considerably,Very important,2,NA,1,1,NA,1,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will increase considerably,0,0,"Most of the research we do is synthetic in nature and tries to provide answer to a problem. From that aspect it is applied. Nevertheless, at its basis, it is still fundamental research since we are not partnering with anyone in specific to solve their problem. ",High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,United States,1979,Senior academic researcher with >10 years of experience applying for research grants,2537,developed,100,NA,100,NA,0,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,0,0,0,0,0,0,0,0,0,0,Can't comment,Can't comment,Can't comment,Can't comment,100,0,0,100,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Very important,1,NA,1,NA,NA,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will increase considerably,0,0,0,High Income
1,Utah,United States,United States,Male,Engineering,United States,1986,Senior academic researcher with >10 years of experience applying for research grants,2538,developed,100,100,100,70,0,20,0,10,Yes,1,NA,1,NA,NA,1,0,Slightly positive,Strong partnership,Some partnership,Yes,1,NA,NA,1,NA,0,Slightly positive,43620,43620,43525,43620,43620,43525,10,10,30,10,10,40,Very important,Quite important,Somewhat important,Somewhat important,100,40,40,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Decreased,Decreased,Very important,2,NA,1,1,NA,1,Will stay the same,Will stay the same,Will increase slightly,Will stay the same,0,0,0,High Income
1,Utah,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1987,Senior academic researcher with >10 years of experience applying for research grants,2539,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Can't comment,Can't comment,Can't comment,Can't comment,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Very important,1,NA,1,NA,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Utah,United States,United States,Female,Other,United States,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2540,developed,100,NA,10,NA,10,NA,80,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,43525,43525,0,43620,0,30,0,0,0,20,Somewhat important,Quite important,Somewhat important,Somewhat important,100,0,0,100,0,0,100,0,0,100,0,0,0,0,Decreased considerably,Decreased considerably,Increased considerably,Very important,1,NA,NA,1,NA,1,Will decrease considerably,Will decrease considerably,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Utah,United States,United States,Male,Engineering,United States,1999,Senior academic researcher with >10 years of experience applying for research grants,2541,developed,100,NA,100,NA,0,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,43525,43620,43525,43620,0,0,20,0,0,20,Very important,Very important,Somewhat important,0,100,0,80,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Increased,Somewhat important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease slightly,0,0,0,High Income
1,Utah,United States,United States,Male,Interdisciplinary Science,United States,2007,Senior academic researcher with >10 years of experience applying for research grants,2542,developed,100,NA,30,NA,10,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,Some partnership,Yes,1,NA,1,NA,NA,0,Slightly positive,43525,0,43620,43525,0,43620,No need for applications for this research type,50,50,No need for applications for this research type,50,50,Mandatory,Mandatory,Mandatory,Mandatory,100,10,70,10,10,0,0,NA,NA,NA,NA,NA,0,0,Stayed the same,Stayed the same,Stayed the same,Somewhat important,1,NA,NA,NA,1,1,Will stay the same,Will stay the same,Will stay the same,Will stay the same,0,0,"The best work combines elements of fundamental research, use-inspired research, and applied research. See Ben Shneiderman's book The ABCs of Research for a compelling argument.",High Income
1,Utah,United Kingdom,United States,Male,Natural Science,United Kingdom,1981,Senior academic researcher with >10 years of experience applying for research grants,2543,developed,100,100,0,0,70,90,30,10,Yes,1,NA,1,NA,NA,1,0,Neutral,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Neutral,43525,43620,43525,0,43620,43525,20,90,100,40,0,0,Mandatory,Somewhat important,Quite important,Somewhat important,100,20,30,50,0,0,100,0,50,50,0,0,0,0,Decreased considerably,Decreased considerably,Decreased considerably,Very important,1,NA,1,NA,NA,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will decrease slightly,0,0,0,High Income
1,Idaho,United States,United States,Male,Medicine and Life Science,United States,1988,Senior academic researcher with >10 years of experience applying for research grants,2544,developed,100,NA,90,NA,10,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,0,43715,0,0,0,0,0,0,0,20,Quite important,Quite important,Somewhat important,Somewhat important,100,0,60,40,0,0,100,0,90,10,0,0,0,0,Can't comment,Can't comment,Decreased,Somewhat important,1,NA,NA,NA,1,1,Will stay the same,Will stay the same,Will stay the same,Will decrease slightly,0,0,0,High Income
1,Switzerland,United States,Switzerland,Male,Medicine and Life Science,United States,1981,Senior academic researcher with >10 years of experience applying for research grants,2545,developed,100,100,0,0,30,80,70,20,Yes,NA,NA,1,NA,1,1,Internal pressure in a largely medically-oriented institution,Slightly negative,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,43620,0,43620,43525,0,0,0,20,10,0,Very important,Somewhat important,Can't comment,Not very important,100,0,30,70,0,0,100,0,50,50,0,0,0,0,Decreased considerably,Decreased,Can't comment,Somewhat important,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Utah,United States,United States,Male,Natural Science,United States,1998,Senior academic researcher with >10 years of experience applying for research grants,2546,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,0,0,43620,0,20,0,0,10,0,0,Somewhat important,Somewhat important,Somewhat important,Not very important,100,0,90,10,0,0,100,0,90.90909091,9.090909091,0,0,0,0,Decreased,Can't comment,Can't comment,Very important,1,NA,NA,NA,1,1,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will decrease considerably,0,"This question doesn't make sense: ""Do you think changes in funding availability in your country of work will influence the likelihood of the next generation to pursue careers in research?"" Given the types of responses available.  What will decrease considerably?  Will the likelihood of the next generations of researchers to pursue research decrease?  Yes.  Will funding availability in my country decrease?  Probably.",0,High Income
1,Idaho,United States,United States,Male,Natural Science,United States,1987,Senior academic researcher with >10 years of experience applying for research grants,2547,developed,100,NA,0,NA,80,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43715,43525,0,43809,43525,60,50,0,60,50,0,Somewhat important,Somewhat important,Not very important,Not very important,100,0,90,10,0,0,100,0,100,0,0,0,0,0,Can't comment,Can't comment,Can't comment,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Can't comment,0,0,0,High Income
1,Utah,United States,United States,Female,Engineering,United States,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2548,developed,100,100,10,0,70,90,20,10,Yes,1,NA,1,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,NA,NA,NA,NA,0,Slightly positive,43525,43809,43525,0,13-15,43525,10,100,100,10,0,No need for applications for this research type,Quite important,Very important,Can't comment,Can't comment,100,10,50,40,0,0,100,0,30,70,0,0,0,0,Decreased,Increased,Increased,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease slightly,0,0,0,High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,United States,1988,Senior academic researcher with >10 years of experience applying for research grants,2549,developed,100,100,10,0,70,90,20,10,Yes,NA,NA,NA,NA,1,1,colaborative opportunities,Slightly positive,Some partnership,No partnership,Yes,NA,NA,NA,NA,1,collaborative opportunities,Very positive,0,43525,43525,0,43525,43525,50,50,No need for applications for this research type,50,50,No need for applications for this research type,Somewhat important,Somewhat important,Somewhat important,Somewhat important,100,0,60,30,10,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Increased,Somewhat important,1,NA,NA,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will decrease slightly,"Although history clearly teaches that curiosity-directed basic science research is the best investment, policy makers find this counterintuitive and incorrectly prioritize targeted or applied research.",Our PhD students are increasingly drawn to careers different than their mentors because of the perception that funding for fundamental research is waning.,0,High Income
1,California,United States,United States,Female,Natural Science,United States,1992,Senior academic researcher with >10 years of experience applying for research grants,2550,developed,100,100,20,0,50,80,30,20,Yes,NA,NA,1,NA,NA,1,0,Slightly positive,Strong partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Slightly positive,43525,43715,43525,0,43809,43525,30,40,70,30,50,No need for applications for this research type,Quite important,Somewhat important,Mandatory,Can't comment,100,20,80,0,0,0,100,10,90,0,0,0,0,0,Decreased considerably,Can't comment,Can't comment,Very important,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will decrease considerably,0,0,I consider the increased emphasis on use based research to be a very dangerous mic for the future science enterprise in the US. We have led the world in scientific advances in most fields throughout our history because we invested in discovery and fundamental research.  Without a solid national commitment to tear foundational research we will not be able to maintain the same level of excellence.  ,High Income
1,Idaho,United States,United States,Female,Engineering,United States,1999,Senior academic researcher with >10 years of experience applying for research grants,2551,developed,100,100,40,20,0,10,60,70,Yes,1,1,1,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,1,NA,1,NA,0,Slightly positive,43525,43525,43620,43620,0,43715,60,70,80,No need for applications for this research type,60,70,Somewhat important,Very important,Somewhat important,Quite important,100,30,50,20,0,0,100,50,40,10,0,0,0,0,Decreased considerably,Increased,Increased,Not very important,1,NA,NA,NA,1,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease slightly,"The government has overall less appreciation for research in general these days. There has been no increase, except possibly in the medical area in which I do not work heavily.","Except US universities are feeling a greater pressure to produce PhD students for status. Students (mostly international from societies where the population wishes to emigrate to the US) will pursue a PhD as a ""ticket"" to the US. Many will drop out after the MS even if they claim they want a direct PhD because it is the only way to be accepted with funding. Interest and ability are not affected.","Corporations are doing less in house research of any type these days. That is hurting the long term success of them. They rely now on purchasing startups who had the successful innovative idea, and those who were not as successful just fade away on their leader's ""personal"" funding.",High Income
1,Utah,United States,United States,Male,Medicine and Life Science,United States,1986,Senior academic researcher with >10 years of experience applying for research grants,2552,developed,100,NA,10,NA,80,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43620,0,20,No need for applications for this research type,No need for applications for this research type,20,No need for applications for this research type,No need for applications for this research type,Very important,Very important,Quite important,Somewhat important,100,0,0,100,0,0,100,0,20,80,0,0,0,0,Decreased considerably,Increased,Increased,Not very important,1,NA,NA,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
