"Location","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",190,"percent_Applied_Research_past",36.8421052631579
"Newfoundland and Labrador","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",80
"British Columbia","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"","","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","",100,"percent_Applied_Research_past",0
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",90,"percent_Applied_Research_past",0
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",10
"Pakistan","Pakistan","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",130,"percent_Applied_Research_past",30.7692307692308
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",40
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",20
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",20
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",40
"Alabama","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",20
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
